,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B,logP
MIR_3083B_5P,0.17069615,-0.017753461,1.441360497,0.160810521,0.99991655,-4.438590406,0.793685541
MIR_7670_5P,0.170675906,-0.011113809,1.505417181,0.143654419,0.99991655,-4.400950692,0.84268101
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.170629152,-0.018357413,1.29884734,0.204816826,0.99991655,-4.517685409,0.688634369
GOBP_AUDITORY_BEHAVIOR,0.170380081,0.036895119,1.062477296,0.297290563,0.99991655,-4.633690489,0.526818877
MIR_7000_3P,0.170326103,-0.002257551,1.346021472,0.189323155,0.99991655,-4.492232893,0.722796267
GOBP_MOTOR_NEURON_MIGRATION,0.170269663,0.026537468,1.103975766,0.279201157,0.99991655,-4.614763873,0.554082786
GOBP_LATERAL_VENTRICLE_DEVELOPMENT,0.170255738,-0.032359419,0.992265971,0.329746882,0.99991655,-4.664258455,0.481819302
chr6B3,0.170238854,0.028604251,1.499672152,0.145130094,0.99991655,-4.404377493,0.838242525
GOBP_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,0.17018283,-0.016723506,1.017180687,0.317962141,0.99991655,-4.65362277,0.497624588
GOBP_FEEDING_BEHAVIOR,0.169775571,0.022741198,1.581022424,0.125344647,0.99991655,-4.354940914,0.90189421
GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY,0.169760171,-0.023436643,1.186435426,0.245632383,0.99991655,-4.575307478,0.609714378
MIR_7233_5P,0.169283513,-0.000677329,1.314588743,0.199541936,0.99991655,-4.509274127,0.699965819
GOBP_ENDOTHELIAL_CELL_ACTIVATION,0.169275821,-0.040096123,0.968167278,0.341426416,0.99991655,-4.674321987,0.46670288
REACTOME_ECM_PROTEOGLYCANS,0.169248262,0.008793785,1.285688436,0.209307904,0.99991655,-4.524653207,0.679214371
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS,0.16913622,-0.014249348,1.149740681,0.260183686,0.99991655,-4.593165787,0.584719938
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_CATABOLIC_PROCESS,0.169021329,-0.007074658,0.874352905,0.389522784,0.99991655,-4.711368358,0.409467135
GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX,0.168855011,-0.022422307,0.719712681,0.477794132,0.99991655,-4.764822552,0.320759188
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS,0.168824893,-0.016694608,1.731397915,0.09462347,0.99991655,-4.258610422,1.024001132
GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS,0.16872078,0.007020243,1.032086389,0.311052563,0.99991655,-4.647148148,0.507166215
MARSON_FOXP3_CORE_DIRECT_TARGETS,0.168598606,-0.010862366,1.111810903,0.275876267,0.99991655,-4.611119843,0.559285659
MIR_10A_3P,0.168513382,0.014851758,1.093166235,0.283835312,0.99991655,-4.619754603,0.546933575
REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS,0.168185057,-0.026288531,0.935120219,0.357892052,0.99991655,-4.687761101,0.446247946
GOBP_GLYCINE_METABOLIC_PROCESS,0.168170037,0.006837213,1.175296452,0.249984514,0.99991655,-4.580778883,0.602086895
MIR_679_5P,0.167995872,0.002761265,1.690193975,0.102334044,0.99991655,-4.285619763,0.989979861
GOBP_MIRNA_CATABOLIC_PROCESS,0.167896325,-0.036310121,0.717094119,0.479382546,0.99991655,-4.765644151,0.319317782
GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION,0.167856585,-0.015721431,1.562426081,0.129660508,0.99991655,-4.366413216,0.887192282
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION,0.167854518,-0.01930134,1.154769872,0.258152886,0.99991655,-4.590746483,0.588123015
GOCC_INTEGRATOR_COMPLEX,0.16784335,-0.01153651,0.961981649,0.344468871,0.99991655,-4.676869362,0.462850019
GOMF_METAL_CATION_PROTON_ANTIPORTER_ACTIVITY,0.167668791,0.019671888,1.052108239,0.301936966,0.99991655,-4.638320647,0.520083713
MIR_669K_3P,0.167445851,-0.008487584,1.419010892,0.16716768,0.99991655,-4.451424612,0.776847685
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,0.167442999,0.033080586,1.150920672,0.259706158,0.99991655,-4.59259896,0.585517752
BIOCARTA_CTCF_PATHWAY,0.167343751,-0.032680575,0.922218897,0.364461051,0.99991655,-4.69289335,0.438348877
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR,0.167151128,-0.029783934,0.876942119,0.388139396,0.99991655,-4.710391961,0.411012274
MIR_374B_3P,0.167102084,0.002547164,1.901994796,0.067728939,0.99991655,-4.142187089,1.169225729
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,0.167074366,-0.008307666,1.359882411,0.184948297,0.99991655,-4.484615297,0.732949664
GOBP_BLASTOCYST_FORMATION,0.167012291,-0.034623469,1.32988695,0.19451652,0.99991655,-4.501020865,0.711043509
GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION,0.166969785,0.01380652,1.147601995,0.261050821,0.99991655,-4.594191872,0.583274937
MIR_568,0.166653005,-0.010017715,1.817582463,0.080075274,0.99991655,-4.200692464,1.096501569
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,0.166583924,0.061495218,0.852944801,0.401081864,0.99991655,-4.719340004,0.396766975
MIR_190B_5P,0.166520818,-0.000651126,1.387285814,0.17653186,0.99991655,-4.469371991,0.753176903
GOBP_RESPONSE_TO_TYPE_I_INTERFERON,0.166510087,-0.000953354,1.158506859,0.256651411,0.99991655,-4.588942961,0.590656345
TABULA_MURIS_SENIS_LIVER_MYELOID_LEUKOCYTE_AGEING,0.166019103,-0.027761358,0.797928726,0.431770666,0.99991655,-4.738989808,0.364746866
HEVNER_INTERMEDIATE_ZONE_AND_UP_POSTMITOTIC_PROJECTION_NEURONS,0.166011806,0.043443398,1.436980906,0.162040847,0.99991655,-4.441117685,0.790375496
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION,0.16589113,-0.034586031,1.415213498,0.168267371,0.99991655,-4.453589666,0.774000091
ZHENG_GLIOBLASTOMA_PLASTICITY_UP,0.165728969,-0.006571108,1.473480867,0.15201349,0.99991655,-4.419873449,0.81811787
GOBP_DNA_CONFORMATION_CHANGE,0.165692958,-0.018912815,1.22497688,0.231006772,0.99991655,-4.556040846,0.636375288
GOBP_AXIS_SPECIFICATION,0.165585512,0.020156251,2.142683297,0.04116847,0.99991655,-3.966646615,1.385435278
GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY,0.165501546,-0.023029347,1.715940908,0.097456435,0.99991655,-4.268795331,1.01118948
GOBP_RESPONSE_TO_X_RAY,0.165441799,-0.048084692,1.437195807,0.161980302,0.99991655,-4.440993814,0.790537796
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS,0.16541983,-0.004814484,1.631971986,0.114122706,0.99991655,-4.323002704,0.942627939
GOBP_POSTSYNAPSE_TO_NUCLEUS_SIGNALING_PATHWAY,0.165417083,0.006512239,1.073955441,0.29220627,0.99991655,-4.628518766,0.53431047
MIR_106A_3P_MIR_17_3P,0.165330488,-0.0329533,1.496531111,0.145942072,0.99991655,-4.406246855,0.835819493
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_DN,0.165300164,-0.008936158,0.75608804,0.456045641,0.99991655,-4.753118599,0.340991691
VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN,0.165261982,0.035048913,1.165099332,0.254018256,0.99991655,-4.585749234,0.595135071
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,0.16516565,-0.033795427,0.846045341,0.404853039,0.99991655,-4.721870464,0.392702596
MIR_217_3P,0.165156469,-0.01507973,1.252729506,0.220886557,0.99991655,-4.541848913,0.655830713
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION,0.165120656,0.012177532,1.000462214,0.32583748,0.99991655,-4.660785479,0.486998962
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY,0.165036146,-0.00120437,1.082388716,0.288510206,0.99991655,-4.624688077,0.539838819
GOBP_KERATINOCYTE_DIFFERENTIATION,0.164802219,-0.010439603,1.910969909,0.066518776,0.99991655,-4.135867418,1.177055748
GOBP_PROTEIN_IMPORT,0.164639336,0.015203763,1.089482038,0.285427257,0.99991655,-4.621445847,0.544504555
chr9A4,0.164605036,-0.012564968,1.696832678,0.101057155,0.99991655,-4.281298628,0.995432931
GOBP_EMBRYONIC_NEUROCRANIUM_MORPHOGENESIS,0.164592792,-0.034844576,0.897850292,0.377084434,0.99991655,-4.702410943,0.423561395
GOBP_EMBRYONIC_PLACENTA_MORPHOGENESIS,0.164487353,0.002888341,1.522744421,0.139277164,0.99991655,-4.390555345,0.856120085
GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT,0.164484358,-0.002251748,1.963203906,0.059842381,0.99991655,-4.098723344,1.222991133
GOBP_DNA_RECOMBINATION,0.164350896,-0.022865741,1.766712481,0.088411497,0.99991655,-4.235107188,1.053491257
REACTOME_HOMOLOGY_DIRECTED_REPAIR,0.164329736,-0.033954311,1.174616744,0.250251913,0.99991655,-4.581111335,0.601622593
GOBP_PEROXISOME_ORGANIZATION,0.164178395,-0.031068237,1.26472331,0.216618148,0.99991655,-4.535634015,0.664305161
GOCC_NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX,0.164071384,0.017057738,0.987841122,0.3318707,0.99991655,-4.666122809,0.479031089
KAMMINGA_SENESCENCE,0.163941834,-0.043073434,1.388882525,0.176050898,0.99991655,-4.468476365,0.754361755
GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION,0.163939822,-0.017254951,1.359786441,0.184978314,0.99991655,-4.484668254,0.732879184
REACTOME_RHOB_GTPASE_CYCLE,0.163845086,-0.020132034,1.174261258,0.250391846,0.99991655,-4.581285142,0.601379817
GOBP_NEUTROPHIL_EXTRAVASATION,0.163691851,-0.036865694,1.026959431,0.313417294,0.99991655,-4.649384545,0.503877044
GOBP_CARTILAGE_CONDENSATION,0.163687674,0.030830058,1.238407341,0.226066601,0.99991655,-4.549205929,0.645763595
GOBP_REGULATION_OF_CYTOKINESIS,0.163665109,-0.0186932,1.117474919,0.273490521,0.99991655,-4.608471714,0.563057722
GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION,0.163433399,-0.032882591,0.88080592,0.386080895,0.99991655,-4.708930009,0.413321689
chr2F2,0.163384021,0.006894503,1.092066811,0.284309709,0.99991655,-4.620259817,0.54620831
GOCC_CONDENSED_NUCLEAR_CHROMOSOME,0.163298221,-0.013411672,1.490519565,0.147506322,0.99991655,-4.409816256,0.831189365
GOCC_CONTRACTILE_RING,0.163225836,-0.033051478,0.935113146,0.357895632,0.99991655,-4.687763933,0.446243602
GOBP_CELL_AGGREGATION,0.163051988,0.024733738,1.132348487,0.267296588,0.99991655,-4.601462618,0.573006585
GOCC_NPBAF_COMPLEX,0.162992117,-0.050076596,0.690732009,0.495542118,0.99991655,-4.773758007,0.304919428
GOBP_RESPONSE_TO_IONIZING_RADIATION,0.162824383,-0.039085875,1.395880913,0.173954995,0.99991655,-4.46454122,0.759563097
chr1A3,0.162672106,0.005047488,1.605352424,0.119877255,0.99991655,-4.339781271,0.92126321
MIR_3572_3P,0.162530545,-0.012201342,1.690495071,0.10227584,0.99991655,-4.285424036,0.990226947
GOBP_INTERLEUKIN_4_PRODUCTION,0.162518035,-0.027711673,1.50662353,0.143346102,0.99991655,-4.400229866,0.843614111
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,0.162448506,-0.011033561,1.406317268,0.170866077,0.99991655,-4.458643942,0.767344153
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,0.162433096,-0.010983678,0.79339969,0.434359588,0.99991655,-4.740553358,0.362150587
GOBP_SPINDLE_ORGANIZATION,0.162426679,-0.025953638,1.235838783,0.2270052,0.99991655,-4.550517904,0.643964195
GOMF_CORECEPTOR_ACTIVITY,0.162372408,-0.006743794,1.636667524,0.113131824,0.99991655,-4.320022442,0.946415209
GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS,0.162363183,0.004832577,0.917531759,0.366867192,0.99991655,-4.69474195,0.435491124
GOBP_MALE_MEIOSIS_I,0.162256351,-0.003318907,1.14056161,0.263920254,0.99991655,-4.597558108,0.57852728
MIR_377_5P,0.16225306,0.009169214,1.620714223,0.116527777,0.99991655,-4.33012291,0.933570539
MP_INCREASED_SQUAMOUS_CELL_CARCINOMA_INCIDENCE,0.162218266,-0.010496489,1.029251954,0.312358363,0.99991655,-4.648385753,0.505346862
MIR_12200_3P,0.161830247,0.001208435,1.932576347,0.063682281,0.99991655,-4.120577713,1.195981392
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,0.16170154,0.02666737,1.1280326,0.26908332,0.99991655,-4.60350467,0.570113222
GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.161551704,0.027687425,1.299514184,0.204591218,0.99991655,-4.517330763,0.689113012
GOCC_AGGRESOME,0.161508122,-0.008150299,1.503721255,0.144088768,0.99991655,-4.401963314,0.841369873
GOBP_INTERFERON_BETA_PRODUCTION,0.161437858,-0.01695511,1.146609098,0.261454109,0.99991655,-4.594667682,0.582604529
MIR_12189_3P,0.161262425,-0.0104687,1.457445534,0.156355685,0.99991655,-4.429257259,0.805886323
MIR_455_5P,0.161206422,-0.027907673,1.017728397,0.317706384,0.99991655,-4.653386335,0.497974059
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS,0.161104602,0.009363324,1.107607984,0.277656242,0.99991655,-4.613077342,0.556492558
BIOCARTA_AKAP95_PATHWAY,0.161088975,-0.024956838,0.685215629,0.498962039,0.99991655,-4.775419508,0.301932494
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5,0.161067868,0.016163844,1.949982301,0.061474469,0.99991655,-4.108183414,1.211305217
BIOCARTA_P38MAPK_PATHWAY,0.161024786,-0.040235565,0.942543864,0.354147995,0.99991655,-4.684778746,0.450815213
GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY,0.160980563,-0.009753015,1.161036699,0.25563859,0.99991655,-4.587719204,0.592373587
GOBP_NEURAL_RETINA_DEVELOPMENT,0.160923231,0.01964698,1.482225924,0.14968656,0.99991655,-4.414722674,0.824817193
GOMF_POLY_G_BINDING,0.160920149,-0.022295004,0.722530956,0.476087971,0.99991655,-4.763935141,0.322312791
GOBP_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION,0.160904879,-0.028524776,1.171414211,0.251514637,0.99991655,-4.58267553,0.599436736
GOBP_DNA_MODIFICATION,0.160888428,-0.023015131,1.640172419,0.112396871,0.99991655,-4.317793881,0.949245778
MIR_1982_3P,0.160731613,-0.011366304,1.533327308,0.136657406,0.99991655,-4.384162186,0.864366827
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.160706883,-0.035735189,1.187310193,0.245292991,0.99991655,-4.574875947,0.610314862
GOBP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.160590992,0.02331669,1.089701924,0.285332066,0.99991655,-4.621345047,0.544649419
GOMF_K48_LINKED_DEUBIQUITINASE_ACTIVITY,0.160334657,-0.020442454,1.004117187,0.324104443,0.99991655,-4.659228577,0.489315015
MIR_205_3P,0.160291278,-0.018779862,1.253811589,0.220498867,0.99991655,-4.541290216,0.656593637
GOBP_NCRNA_CATABOLIC_PROCESS,0.160242436,-0.015619511,0.840751204,0.407761885,0.99991655,-4.72379933,0.389593372
MP_INCREASED_ADENOMA_INCIDENCE,0.160198641,-0.013987824,0.997944789,0.327034831,0.99991655,-4.661854887,0.485405991
GOCC_CONDENSED_CHROMOSOME,0.15999581,-0.016329916,1.340643155,0.19104221,0.99991655,-4.495171783,0.718870666
chr13D2,0.159954283,-0.003426122,1.664511969,0.107401934,0.99991655,-4.302224039,0.968987897
MIR_686,0.159930665,-0.014644183,1.445090866,0.15976846,0.99991655,-4.436433055,0.79650895
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,0.159831569,-0.001689531,1.988385616,0.056838577,0.99991655,-4.080599138,1.245356806
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.159815277,-0.018751516,1.221227267,0.232400361,0.99991655,-4.557937947,0.633763202
GOBP_DORSAL_VENTRAL_PATTERN_FORMATION,0.159721895,-0.004421367,1.959201453,0.0603324,0.99991655,-4.101591204,1.219449398
MIR_7043_3P,0.159637177,-0.018262293,1.535716165,0.136071637,0.99991655,-4.382714475,0.86623239
BOYLAN_MULTIPLE_MYELOMA_PCA1_UP,0.159630488,0.003826288,1.416334549,0.16794213,0.99991655,-4.452950981,0.774840343
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,0.159582659,-0.021778021,1.056131694,0.300128022,0.99991655,-4.636528755,0.522693455
GOBP_T_CELL_LINEAGE_COMMITMENT,0.159497232,-0.031301242,1.25205775,0.221127494,0.99991655,-4.54219555,0.655357256
MIR_6401,0.15945659,-0.012185247,0.970536487,0.340265923,0.99991655,-4.673342421,0.468181543
GOBP_PEROXISOMAL_TRANSPORT,0.15935948,-0.025509577,0.969046357,0.340995512,0.99991655,-4.673958776,0.467251337
GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE,0.159312762,-0.015560135,1.245351583,0.223543685,0.99991655,-4.545647584,0.650637594
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM6,0.159304869,-0.006725752,1.624822131,0.115645352,0.99991655,-4.327528894,0.936871819
MIR_7083_3P,0.159207305,-0.005863843,1.869328772,0.072296143,0.99991655,-4.165029528,1.140884869
MIR_7231_3P,0.159142125,-0.014358129,1.437288125,0.161954298,0.99991655,-4.440940597,0.790607521
NUMATA_CSF3_SIGNALING_VIA_STAT3,0.159135195,-0.020979822,1.004121248,0.324102521,0.99991655,-4.659226844,0.489317591
BIOCARTA_SHH_PATHWAY,0.159092084,-0.024163722,1.07756623,0.290619673,0.99991655,-4.626881817,0.53667499
KRISHNAN_FURIN_TARGETS_UP,0.159030623,-0.03411076,0.878874922,0.387108784,0.99991655,-4.709661378,0.412166974
GOCC_GBAF_COMPLEX,0.158888532,-0.060303598,0.66288176,0.512942426,0.99991655,-4.782017183,0.289931379
GOBP_MRNA_SPLICE_SITE_SELECTION,0.158566314,-0.012014358,0.877537491,0.387821743,0.99991655,-4.710167072,0.411367846
chr2H4,0.158558092,0.001651188,1.850733081,0.075013162,0.99991655,-4.177920024,1.124862525
GOBP_EPITHELIAL_CELL_MATURATION,0.158551689,-0.014054847,1.041060572,0.306943326,0.99991655,-4.643209947,0.512941805
GOBP_POSITIVE_CHEMOTAXIS,0.158451572,-0.000740328,1.354010716,0.186791821,0.99991655,-4.48784986,0.728642144
GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,0.158443449,-0.033261219,1.559289149,0.1304004,0.99991655,-4.368338533,0.884721077
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,0.158120295,-0.017292772,0.816277959,0.421378707,0.99991655,-4.73257069,0.375327413
GOCC_SPINDLE_POLE,0.15806711,-0.017603754,1.26518977,0.216453417,0.99991655,-4.535391319,0.664635555
MIR_615_5P,0.158027723,-0.006042819,1.658646682,0.108588325,0.99991655,-4.305990939,0.964216866
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,0.158014079,-0.029062613,1.380984294,0.178440101,0.99991655,-4.47289866,0.74850754
GOMF_LYSOPHOSPHOLIPASE_ACTIVITY,0.157930433,-0.026602371,1.1672134,0.253178074,0.99991655,-4.584721806,0.596573908
MCCLUNG_DELTA_FOSB_TARGETS_2WK,0.157903698,-0.026218277,1.102989169,0.279621857,0.99991655,-4.615221147,0.553428885
GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT,0.157859259,-0.022451516,0.982264179,0.334560758,0.99991655,-4.668461994,0.475525001
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,0.157850914,-0.003481385,0.863192968,0.395521569,0.99991655,-4.715546539,0.402829829
GOBP_MITOTIC_CHROMOSOME_CONDENSATION,0.157797722,-0.020439274,0.72386599,0.475280985,0.99991655,-4.763513629,0.323049561
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.157696384,-0.004686699,1.753599318,0.090676474,0.99991655,-4.24387216,1.042505378
GOBP_HISTONE_H3_K4_METHYLATION,0.157631222,-0.034316539,0.891771516,0.380277207,0.99991655,-4.704748995,0.419899705
MIR_382_3P,0.157601142,-0.009539723,1.534928134,0.136264643,0.99991655,-4.383192229,0.865616818
SHIN_B_CELL_LYMPHOMA_CLUSTER_2,0.157575722,-0.021251908,1.030296564,0.311876677,0.99991655,-4.647929992,0.506017101
GOBP_MELANOSOME_ASSEMBLY,0.157339396,-0.031548877,0.862124358,0.396099053,0.99991655,-4.715944037,0.402196196
GOBP_PIGMENT_GRANULE_MATURATION,0.15723053,-0.053636477,0.78032921,0.441883923,0.99991655,-4.745019225,0.354691799
REACTOME_PD_1_SIGNALING,0.157109651,-0.025343368,0.838507555,0.408998607,0.99991655,-4.724613417,0.388278171
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,0.157046889,-0.024997791,1.107536541,0.277686571,0.99991655,-4.613110562,0.556445123
MIR_12205_3P,0.15695447,-0.010347806,0.964843381,0.34305904,0.99991655,-4.675692659,0.464631132
chr18B1,0.156862357,-0.018079005,1.440952249,0.160924891,0.99991655,-4.438826241,0.793376775
MIR_122B_3P,0.156604179,-0.019295888,1.192434573,0.243311802,0.99991655,-4.572342642,0.613836826
BIOCARTA_TOB1_PATHWAY,0.15644362,-0.038577397,1.020194755,0.316556463,0.99991655,-4.652320261,0.499548815
GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION,0.156413143,-0.009728404,1.452406701,0.157740471,0.99991655,-4.432189604,0.802056868
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVATOR_ACTIVITY,0.156256225,-0.024128114,0.982396772,0.33449663,0.99991655,-4.668406517,0.475608254
MIR_713,0.156002346,-0.009659132,1.332506271,0.19366599,0.99991655,-4.499600016,0.712946639
GOCC_MITOTIC_SPINDLE,0.155914157,-0.021577685,1.254178684,0.220367461,0.99991655,-4.541100588,0.656852532
MIR_7000_5P,0.155889289,-0.016162926,2.051389915,0.049896242,0.99991655,-4.034656238,1.301932163
GOBP_PRESYNAPTIC_MEMBRANE_ORGANIZATION,0.155886059,0.04701107,0.89276993,0.379751607,0.99991655,-4.704365973,0.42050038
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,0.15586792,-0.047179869,0.805325994,0.427562534,0.99991655,-4.736418298,0.369000357
GOBP_RESPONSE_TO_COCAINE,0.155770103,-0.004973125,1.555374019,0.131328688,0.99991655,-4.37073745,0.881640396
GOBP_T_CELL_TOLERANCE_INDUCTION,0.155744844,-0.024846547,0.902320941,0.374747468,0.99991655,-4.700682193,0.426261293
GOBP_SPINDLE_LOCALIZATION,0.155617345,-0.011489985,1.265273716,0.216423781,0.99991655,-4.535347634,0.66469502
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,0.155503657,-0.027928831,0.90171436,0.375063994,0.99991655,-4.700917209,0.425894626
MP_DECREASED_METASTATIC_POTENTIAL,0.155447601,0.009930286,1.455718301,0.156829268,0.99991655,-4.430263305,0.804572885
GOBP_TRIPARTITE_REGIONAL_SUBDIVISION,0.155401188,0.013086582,0.846375604,0.404672013,0.99991655,-4.721749767,0.392896831
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2,0.155396706,0.103957948,0.622615214,0.538683092,0.99991655,-4.793386219,0.268666656
MIR_3088_3P,0.155358406,-0.022087753,1.279306702,0.211512896,0.99991655,-4.528011459,0.674663149
GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION,0.155322717,-0.011324182,1.321087856,0.197394893,0.99991655,-4.505777363,0.704664088
GOMF_DAMAGED_DNA_BINDING,0.155312889,-0.02627005,1.418526748,0.167307566,0.99991655,-4.451700895,0.77648442
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.155252501,-0.004278771,1.814833825,0.080507851,0.99991655,-4.202568517,1.094161763
GOCC_NSL_COMPLEX,0.155166682,-0.035340997,0.692239537,0.494609818,0.99991655,-4.773301755,0.305737268
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,0.155126846,-0.024748919,1.045285242,0.305022062,0.99991655,-4.641345617,0.515668747
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE,0.155118824,-0.029886976,1.11465311,0.274677231,0.99991655,-4.609792462,0.561177339
GOBP_ETHER_BIOSYNTHETIC_PROCESS,0.155094091,-0.016621323,0.835413664,0.410707852,0.99991655,-4.725732718,0.386466995
GOCC_EARLY_PHAGOSOME,0.155003215,-0.028175242,1.236110374,0.226905817,0.99991655,-4.550379287,0.644154371
GOMF_SULFURIC_ESTER_HYDROLASE_ACTIVITY,0.154983091,-0.02833728,0.975240792,0.337969562,0.99991655,-4.671391042,0.471122411
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX,0.154885793,-0.031023101,0.954583233,0.348131754,0.99991655,-4.679896942,0.458256362
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_UP,0.154744944,0.027281818,0.941548242,0.354648608,0.99991655,-4.685179959,0.450201741
GOBP_REGULATION_OF_PROTEIN_COMPLEX_STABILITY,0.154663227,-0.043135081,0.769921246,0.44793148,0.99991655,-4.748525929,0.348788415
MIR_874_3P,0.15463203,0.012271747,1.23678847,0.226657825,0.99991655,-4.550033084,0.644629283
GOBP_BASE_EXCISION_REPAIR,0.154455994,-0.019717357,1.125683872,0.270059298,0.99991655,-4.604613148,0.568540865
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,0.154232486,-0.00215998,1.443648985,0.160170602,0.99991655,-4.437267438,0.795417192
MIR_6372,0.154188197,-0.019806475,1.29462718,0.206249025,0.99991655,-4.519926358,0.685608096
GOBP_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM,0.154147229,-0.001756009,0.867618009,0.393135964,0.99991655,-4.713895724,0.405457225
GOBP_ION_CHANNEL_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.154040519,-0.027319411,1.052963741,0.301551693,0.99991655,-4.637940142,0.520638229
GOBP_NUCLEOSIDE_CATABOLIC_PROCESS,0.15395433,-0.014491797,1.092818752,0.283985188,0.99991655,-4.619914329,0.546704311
GOBP_ADENOSINE_METABOLIC_PROCESS,0.153806965,-0.014258871,0.796826129,0.432400071,0.99991655,-4.739371216,0.364114244
MIR_7243_5P,0.153771414,-0.023685797,1.424645279,0.165546523,0.99991655,-4.448203842,0.781079937
