,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B,logP
GOMF_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-0.197638013,-0.039556349,-2.19312714,0.036884967,0.788607934,-3.922158241,1.433150597
GOBP_CHONDROCYTE_PROLIFERATION,-0.283011636,0.030358481,-2.192926211,0.036900942,0.788607934,-3.922313369,1.432962551
GOMF_MONOATOMIC_CATION_CHANNEL_ACTIVITY,-0.192286527,0.069933313,-2.192900899,0.036902954,0.788607934,-3.922332911,1.432938863
GOCC_METHYLTRANSFERASE_COMPLEX,0.265316601,-0.041362337,2.190839035,0.037067245,0.788607934,-3.923924335,1.43100969
MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3,-0.318910875,0.125995538,-2.190028655,0.037131996,0.788607934,-3.924549602,1.4302517
GOBP_PROTEIN_HETEROTETRAMERIZATION,0.289640561,-0.008276137,2.189913827,0.03714118,0.788607934,-3.92463819,1.430144307
GOBP_MAINTENANCE_OF_CELL_NUMBER,0.235681858,-0.019334091,2.189857015,0.037145724,0.788607934,-3.924682019,1.430091174
chrXA6,0.378575007,-0.042273212,2.189452233,0.037178116,0.788607934,-3.924994278,1.429712627
REACTOME_REGULATION_OF_TP53_ACTIVITY,0.226321527,-0.044679599,2.189290675,0.037191051,0.788607934,-3.925118901,1.429561548
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION,0.22451818,-0.036361031,2.188122527,0.037284701,0.788607934,-3.926019837,1.428469336
GOBP_XENOBIOTIC_METABOLIC_PROCESS,-0.262606232,0.085927035,-2.186307502,0.037430631,0.788607934,-3.927419175,1.426772854
GOBP_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS,-0.243672243,0.008899888,-2.18617448,0.037441346,0.788607934,-3.927521707,1.426648547
MIR_496A_3P,0.206199301,-0.038484129,2.18609578,0.037447687,0.788607934,-3.927582367,1.426575005
GOCC_COMPLEX_OF_COLLAGEN_TRIMERS,-0.393040607,0.12466488,-2.185422246,0.037501992,0.788607934,-3.928101462,1.425945663
RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2,-0.313472427,0.125878675,-2.184892904,0.037544721,0.788607934,-3.928509368,1.425451118
GOMF_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING,0.355530073,-0.069142253,2.18488318,0.037545506,0.788607934,-3.928516861,1.425442034
MEISSNER_BRAIN_HCP_WITH_H3K27ME3,-0.319974975,0.128088126,-2.184321906,0.037590862,0.788607934,-3.928949316,1.42491772
GOBP_NUCLEOLUS_ORGANIZATION,0.322598046,-0.055597859,2.182459745,0.037741691,0.788607934,-3.930383669,1.423178649
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY,0.273602611,-0.037290146,2.182030758,0.037776514,0.788607934,-3.93071401,1.422778119
GOBP_NLS_BEARING_PROTEIN_IMPORT_INTO_NUCLEUS,0.417581528,-0.04016015,2.181766589,0.037797973,0.788607934,-3.930917415,1.422531494
GOBP_REFLEX,-0.271536269,0.04966258,-2.181587888,0.037812495,0.788607934,-3.931055005,1.422364668
GOCC_APICOLATERAL_PLASMA_MEMBRANE,-0.387233087,0.05422047,-2.181081242,0.037853695,0.788607934,-3.931445061,1.421891726
MIR_7647_5P,0.32304534,-0.042748402,2.179954127,0.037945495,0.788607934,-3.93231263,1.420839783
chr13D2,0.173595171,-0.016399706,2.179474951,0.037984582,0.788607934,-3.932681392,1.420392644
GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE,0.228544474,-0.041068415,2.178556211,0.038059628,0.788607934,-3.933388311,1.419535464
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION,0.32990661,-0.092708905,2.178394434,0.038072856,0.788607934,-3.933512773,1.419384544
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,0.249988953,-0.046990385,2.176515371,0.038226806,0.788607934,-3.934958057,1.417631993
GOCC_NPBAF_COMPLEX,0.410599242,-0.076568649,2.175777252,0.038287431,0.788607934,-3.935525601,1.416943769
GOCC_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,0.184280121,-0.040295357,2.175129109,0.038340738,0.788607934,-3.936023878,1.416339532
GOMF_U6_SNRNA_BINDING,0.373643846,-0.033100761,2.173066207,0.038510845,0.788607934,-3.937609261,1.414416952
REACTOME_RET_SIGNALING,0.171772182,-0.001172793,2.170986985,0.038682982,0.788607934,-3.939206376,1.412480054
GOCC_IRON_SULFUR_CLUSTER_ASSEMBLY_COMPLEX,0.398737916,-0.052268129,2.170161914,0.03875148,0.788607934,-3.939839913,1.411711709
chr4A3,-0.318305021,-0.041568256,-2.169348914,0.038819082,0.788607934,-3.940464055,1.410954742
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,0.314412448,-0.026750212,2.169193975,0.038831977,0.788607934,-3.940582987,1.410810498
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,-0.29431055,0.081920416,-2.168969459,0.03885067,0.788607934,-3.94075532,1.410601487
MP_INCREASED_MAMMARY_GLAND_TUMOR_INCIDENCE,-0.290243973,-0.031072854,-2.168920766,0.038854725,0.788607934,-3.940792694,1.410556159
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,0.282282633,-0.042634685,2.168101472,0.038923013,0.788607934,-3.941421475,1.409793544
GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS,0.235889586,0.006421671,2.167586978,0.038965952,0.788607934,-3.941816267,1.409314714
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.252996006,-0.061407312,2.165190989,0.039166473,0.788607934,-3.943654147,1.407085537
HEVNER_TELENCEPHALON_MENINGEAL_CELLS,-0.242355697,0.032020217,-2.16495124,0.039186588,0.788607934,-3.94383799,1.406862545
GOBP_VASOCONSTRICTION,-0.187912908,0.013112982,-2.164881505,0.039192441,0.788607934,-3.943891462,1.406797686
MIR_669O_5P,0.253778332,-0.023193761,2.164185814,0.039250871,0.788607934,-3.944424857,1.406150699
GOCC_U5_SNRNP,0.413500423,-0.056034721,2.164108961,0.039257331,0.788607934,-3.944483776,1.406079232
GOBP_RENAL_FILTRATION,-0.245123202,0.041416631,-2.163366538,0.039319781,0.788607934,-3.945052889,1.405388908
GOBP_METAPHASE_PLATE_CONGRESSION,0.20600594,-0.041859094,2.162827097,0.039365213,0.788607934,-3.945466339,1.404887393
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION,0.232342853,-0.049221206,2.162425004,0.039399108,0.788607934,-3.945774483,1.404513608
GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS,0.351875065,-0.069397032,2.160792872,0.03953696,0.788607934,-3.947024953,1.402996731
GOBP_EMBRYONIC_BRAIN_DEVELOPMENT,0.31448707,-0.0296768,2.160701825,0.039544662,0.788607934,-3.947094694,1.40291213
MIR_6973B_5P,0.215741312,-0.039257186,2.160174815,0.039589274,0.788607934,-3.947498349,1.402422464
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,0.311893786,-0.026194757,2.158979725,0.039690606,0.788607934,-3.948413513,1.401312273
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION,0.338891306,-0.066786552,2.158736305,0.039711274,0.788607934,-3.948599883,1.401086182
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR,0.371494356,-0.068003629,2.158073914,0.039767564,0.788607934,-3.949106974,1.400471009
GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE,-0.245448091,0.084643491,-2.156657521,0.03988817,0.788607934,-3.950191008,1.399155889
GOMF_MRNA_METHYLTRANSFERASE_ACTIVITY,0.358778605,-0.056922712,2.155659129,0.039973379,0.788607934,-3.950954894,1.398229135
GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION,0.419622009,-0.060181636,2.155630762,0.039975803,0.788607934,-3.950976596,1.398202806
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY,0.484261545,-0.059233439,2.154772751,0.040049165,0.788607934,-3.951632917,1.397406532
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,0.276763542,-0.061383794,2.154300435,0.040089601,0.788607934,-3.951994148,1.396968266
MIKKELSEN_IPS_WITH_HCP_H3K27ME3,-0.340385623,0.11844979,-2.151861718,0.040298966,0.788607934,-3.953858614,1.394706102
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,0.290110757,-0.053785119,2.150798319,0.040390564,0.788607934,-3.954671254,1.393720079
GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,0.232845958,-0.026233442,2.150097633,0.040451022,0.788607934,-3.955206594,1.393070505
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,0.389185216,-0.058136346,2.148688335,0.040572865,0.788607934,-3.956283042,1.391764323
GOMF_NUCLEAR_RECEPTOR_BINDING,0.285985575,-0.040178861,2.14856788,0.040583295,0.788607934,-3.95637503,1.3916527
GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE,0.25438838,-0.048023079,2.148269958,0.0406091,0.788607934,-3.956602532,1.391376638
GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,0.328850394,-0.049407933,2.148076511,0.040625864,0.788607934,-3.956750246,1.391197394
GOBP_NUCLEOSOME_ORGANIZATION,0.331824026,-0.030902514,2.146282639,0.040781612,0.788607934,-3.958119674,1.389535608
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,-0.351911403,-0.005987992,-2.145153323,0.040879936,0.788607934,-3.958981466,1.388489791
GOCC_ION_CHANNEL_COMPLEX,-0.227785669,0.101923833,-2.14417811,0.040965013,0.788607934,-3.959725463,1.3875869
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.347769219,-0.057147852,2.143869007,0.040992012,0.788607934,-3.959961242,1.387300761
GOBP_SYNAPTIC_VESICLE_TRANSPORT,0.228289065,-0.022933567,2.143803934,0.040997698,0.788607934,-3.960010876,1.387240525
GOBP_VESICLE_DOCKING,0.211162543,-0.023223565,2.143797758,0.040998238,0.788607934,-3.960015586,1.387234808
MIR_3070_2_3P,0.283110235,-0.045432984,2.14294458,0.041072853,0.788607934,-3.960666268,1.386445133
GOBP_SPERMATID_NUCLEUS_DIFFERENTIATION,0.343840016,-0.022035862,2.142758785,0.041089117,0.788607934,-3.960807947,1.386273187
GOBP_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION,0.316269378,-0.031355925,2.141755088,0.041177082,0.788607934,-3.961573207,1.385344431
GOBP_REGULATION_OF_MRNA_PROCESSING,0.370583529,-0.029139527,2.141078946,0.041236435,0.788607934,-3.962088615,1.384718892
GOMF_PURINE_RIBONUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-0.272276662,-0.049300525,-2.140171181,0.041316239,0.788607934,-3.962780445,1.383879217
GOCC_POSTSYNAPTIC_MEMBRANE,-0.181959766,0.053305678,-2.139886756,0.041341272,0.788607934,-3.96299718,1.383616161
GOBP_INTRACILIARY_RETROGRADE_TRANSPORT,-0.3609137,0.027958679,-2.137273795,0.041571882,0.788607934,-3.964987543,1.381200318
MIR_199A_3P_MIR_199B_3P,0.232106,-0.01552689,2.13681187,0.041612769,0.788607934,-3.965339266,1.380773389
MIR_7090_3P,0.198366744,-0.014612248,2.133225459,0.04193144,0.788607934,-3.968068647,1.37746022
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,0.378330118,-0.033617049,2.128570697,0.042348288,0.788607934,-3.971607331,1.373164144
GOBP_REGULATION_OF_GOLGI_ORGANIZATION,0.342287604,-0.041891489,2.126521659,0.042532954,0.788607934,-3.973163723,1.371274451
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,0.188838241,-0.004310228,2.126196969,0.042562282,0.788607934,-3.973410273,1.370975092
HALLMARK_G2M_CHECKPOINT,0.301716832,-0.050141884,2.125390481,0.042635207,0.788607934,-3.974022581,1.37023162
MIR_7031_3P,0.339478314,-0.035520514,2.12484496,0.042684598,0.788607934,-3.974436683,1.369728803
GOBP_STEM_CELL_DIFFERENTIATION,0.194626579,-0.006295085,2.124711948,0.042696649,0.788607934,-3.974537643,1.369606213
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,0.226775721,-0.035751667,2.124236437,0.042739753,0.788607934,-3.974898541,1.369167989
GOBP_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING,0.400204918,-0.051868191,2.123805448,0.042778856,0.788607934,-3.975225609,1.368770838
GOBP_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,0.35523974,-0.086057763,2.122772855,0.042872669,0.788607934,-3.976009073,1.367819476
GOBP_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.415831466,-0.056618627,2.122112944,0.04293272,0.788607934,-3.976509661,1.367211597
GOBP_FOREBRAIN_GENERATION_OF_NEURONS,0.195734976,0.007671536,2.121974456,0.042945332,0.788607934,-3.976614702,1.36708404
MIR_5123,0.304813399,-0.017494931,2.119858036,0.043138478,0.788607934,-3.978219513,1.365135177
GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,0.283954174,-0.031866347,2.119325836,0.043187169,0.788607934,-3.978622924,1.36464526
MATZUK_SPERMATOGONIA,-0.28506574,-0.028985774,-2.11923442,0.043195538,0.788607934,-3.978692212,1.364561114
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,0.229983498,-0.055431001,2.118323029,0.043279049,0.788607934,-3.979382904,1.363722291
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,0.241794072,-0.061273472,2.117743503,0.043332226,0.788607934,-3.97982201,1.363189
GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS,0.394970527,-0.040916957,2.117681724,0.043337898,0.788607934,-3.979868816,1.363132155
GOBP_ACTIN_CROSSLINK_FORMATION,0.339786313,-0.035554184,2.114722415,0.043610383,0.788607934,-3.982110001,1.360410096
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS,0.421531247,-0.038771884,2.113964275,0.043680436,0.788607934,-3.982683887,1.359713036
GOBP_DNA_BIOSYNTHETIC_PROCESS,0.188628855,-0.044310023,2.113429718,0.043729889,0.788607934,-3.983088459,1.35922162
REACTOME_CARDIAC_CONDUCTION,-0.1997059,0.068085171,-2.11340401,0.043732269,0.788607934,-3.983107915,1.359197988
GOMF_HISTONE_METHYLTRANSFERASE_BINDING,0.333701775,-0.047526965,2.112861307,0.04378253,0.788607934,-3.983518591,1.358699149
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3,-0.297382834,0.114140348,-2.11218543,0.043845196,0.788607934,-3.984029962,1.358077986
MIR_9768_5P,0.273787572,-0.025815906,2.109086778,0.044133521,0.788607934,-3.986373248,1.355231426
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,-0.255465283,0.101017201,-2.104195494,0.044592083,0.788607934,-3.990068272,1.35074224
GOBP_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,-0.265615381,0.016448615,-2.103633894,0.044645004,0.788607934,-3.990492216,1.350227134
DESCARTES_ORGANOGENESIS_MYOCYTES,-0.248579923,0.118239729,-2.102347564,0.044766429,0.788607934,-3.991463008,1.349047552
BIOCARTA_ATM_PATHWAY,0.29562371,-0.061780219,2.101716117,0.044826142,0.788607934,-3.99193944,1.348468636
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,0.281404737,-0.031605862,2.100628277,0.044929181,0.788607934,-3.992760035,1.347471496
GOBP_MRNA_3_END_PROCESSING,0.270427798,-0.046144597,2.099021612,0.045081748,0.788607934,-3.993971562,1.345999251
GOBP_CELLULAR_SENESCENCE,0.226450931,-0.043929819,2.099020481,0.045081856,0.788607934,-3.993972415,1.345998214
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS,0.225538037,-0.048737298,2.097779032,0.045200058,0.788607934,-3.99490819,1.344861008
WP_OMEGA9_FATTY_ACID_SYNTHESIS,0.409119022,-0.055569306,2.096223747,0.04534853,0.788607934,-3.99608009,1.343436784
REACTOME_NCAM1_INTERACTIONS,-0.374335697,0.095354446,-2.095943213,0.045375357,0.788607934,-3.996291419,1.343179946
GOCC_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME,0.437507009,-0.037652707,2.094671618,0.045497133,0.788607934,-3.997249124,1.342015968
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION,-0.240773256,0.020462386,-2.09442663,0.045520628,0.788607934,-3.9974336,1.341791754
BIOCARTA_TOLL_PATHWAY,0.375637232,-0.073872913,2.094267004,0.045535943,0.788607934,-3.997553792,1.341645669
GOBP_REGULATION_OF_VIRAL_PROCESS,0.221304294,-0.043080511,2.093460518,0.045613386,0.788607934,-3.998160964,1.340907687
GOMF_MONOOXYGENASE_ACTIVITY,-0.267955783,0.048280447,-2.093456528,0.045613769,0.788607934,-3.998163968,1.340904037
GOMF_TRANSCRIPTION_COREGULATOR_BINDING,0.253444097,-0.037864858,2.092794068,0.045677471,0.788607934,-3.998662609,1.340297952
GOMF_SIRNA_BINDING,0.371667861,-0.074775078,2.092402963,0.045715116,0.788607934,-3.998956957,1.339940174
MIR_547_3P,0.233413153,-0.018276147,2.091965098,0.045757295,0.788607934,-3.99928646,1.33953966
DESCARTES_ORGANOGENESIS_CONNECTIVE_TISSUE_PROGENITOR,-0.339149557,0.09492131,-2.090955133,0.045854715,0.788607934,-4.000046332,1.338616004
GOMF_PROTEIN_LYSINE_DEACETYLASE_ACTIVITY,0.256844903,-0.042135003,2.090836154,0.045866203,0.788607934,-4.000135835,1.338507207
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS,0.323244282,-0.033514894,2.090773175,0.045872286,0.788607934,-4.00018321,1.338449619
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,0.201340209,-0.036594195,2.090059989,0.045941213,0.788607934,-4.000719644,1.337797539
GOMF_CALCIUM_ION_BINDING,-0.173676913,0.042259814,-2.089614436,0.045984321,0.788607934,-4.001054719,1.337390218
GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION,0.29143462,-0.060624643,2.089442542,0.046000962,0.788607934,-4.001183981,1.337233084
GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT,-0.327449765,0.062577527,-2.087648587,0.046174951,0.788607934,-4.002532647,1.33559356
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH,-0.407977669,0.138892453,-2.087581789,0.04618144,0.788607934,-4.002582852,1.335532526
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II,0.279512005,-0.031089981,2.087034788,0.046234615,0.788607934,-4.002993941,1.335032758
GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY,0.453797493,-0.03443841,2.08630912,0.046305241,0.788607934,-4.00353921,1.334369851
GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX,0.291064533,-0.036861882,2.086115258,0.046324125,0.788607934,-4.00368486,1.334192774
BIOCARTA_DREAM_PATHWAY,0.449273182,-0.034555072,2.085839963,0.046350953,0.788607934,-4.003891679,1.33394133
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,-0.2312719,0.053247952,-2.083627734,0.046567041,0.788607934,-4.00555308,1.331921353
REACTOME_REGULATION_OF_PTEN_LOCALIZATION,0.523433639,-0.055155038,2.083071561,0.046621508,0.788607934,-4.005970614,1.33141368
TSENG_IRS1_TARGETS_UP,0.157411655,0.00463385,2.078525311,0.047068854,0.788607934,-4.009381232,1.327266375
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT,0.346880796,-0.0737913,2.077344352,0.04718568,0.788607934,-4.010266501,1.326189778
GOMF_GATED_CHANNEL_ACTIVITY,-0.221374448,0.092461342,-2.076959684,0.047223789,0.788607934,-4.010554794,1.325839169
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,0.367874093,-0.042493378,2.075942303,0.047324712,0.788607934,-4.011317132,1.324912021
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_CD8_POSITIVE_ALPHA_BETA_T_CELL_AGEING,0.387183943,-0.048723202,2.07426882,0.047491135,0.788607934,-4.012570634,1.323387449
GOBP_TELOMERE_ORGANIZATION,0.208056046,-0.052696871,2.074085799,0.047509368,0.788607934,-4.01270769,1.32322075
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,-0.246666348,0.120753735,-2.074065553,0.047511385,0.788607934,-4.01272285,1.32320231
GOBP_REGULATION_OF_DNA_RECOMBINATION,0.201228325,-0.047648956,2.073085628,0.047609113,0.788607934,-4.013456543,1.322309906
MIR_411_5P_MIR_7229_5P,0.216954353,-0.015291794,2.072970817,0.047620575,0.788607934,-4.013542492,1.322205362
BIOCARTA_EPO_PATHWAY,0.341901117,-0.026608291,2.071683205,0.047749288,0.788607934,-4.014506226,1.321033099
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,0.29819114,-0.018196464,2.071194593,0.047798211,0.788607934,-4.014871846,1.320588353
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,0.295929145,-0.0581376,2.070495504,0.047868287,0.788607934,-4.015394877,1.319952116
GOMF_WIDE_PORE_CHANNEL_ACTIVITY,-0.371393261,0.023717405,-2.068397218,0.048079162,0.788607934,-4.016964128,1.318043112
MIR_12187_5P,0.167146082,-0.027572169,2.06728697,0.048191073,0.788607934,-4.017794084,1.317033403
GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX,0.484101469,-0.031527719,2.067229406,0.048196882,0.788607934,-4.017837108,1.31698106
MIR_344_3P_MIR_344C_3P,0.314915673,-0.048910022,2.064740754,0.0484486,0.788607934,-4.019696521,1.314718772
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,0.382083245,0.009667005,2.064599694,0.048462902,0.788607934,-4.019801876,1.314590584
GOCC_POLE_PLASM,0.283647286,-0.018575024,2.064109844,0.048512598,0.788607934,-4.020167706,1.314145463
BIOCARTA_INSULIN_PATHWAY,0.352056998,-0.042636657,2.063434035,0.048581235,0.788607934,-4.020672331,1.31353145
GOCC_FIBRILLAR_COLLAGEN_TRIMER,-0.368308106,0.091476432,-2.062693609,0.048656533,0.788607934,-4.021225097,1.312858842
GOBP_TRANSLATIONAL_ELONGATION,0.262617442,-0.044133888,2.061840032,0.048743466,0.788607934,-4.021862195,1.312083595
MIR_3059_3P,0.242176527,-0.047150734,2.061766434,0.048750968,0.788607934,-4.02191712,1.312016759
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.29850607,-0.022022811,2.061686977,0.048759068,0.788607934,-4.021976417,1.311944603
GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,0.267114148,-0.035464822,2.061641115,0.048763744,0.788607934,-4.022010642,1.311902955
GOBP_REGULATION_OF_RNA_SPLICING,0.340628619,-0.027874713,2.060246648,0.048906113,0.788607934,-4.023051068,1.310636855
GOBP_ENDODERMAL_CELL_DIFFERENTIATION,0.2817373,-0.010730993,2.059924907,0.048939013,0.788607934,-4.023291065,1.310344792
GOBP_HISTONE_H3_K4_METHYLATION,0.265192066,-0.034971693,2.059465145,0.048986061,0.788607934,-4.023633979,1.309927478
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,0.310303895,-0.053747845,2.059058714,0.049027685,0.788607934,-4.02393708,1.30955861
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.23699039,-0.034090647,2.058521137,0.049082788,0.788607934,-4.02433793,1.309070772
MIR_12202_5P,0.280406635,-0.065612007,2.058443467,0.049090754,0.788607934,-4.024395841,1.309000294
GOMF_PROMOTER_SPECIFIC_CHROMATIN_BINDING,0.274406331,-0.061010571,2.056909552,0.049248309,0.788607934,-4.025539268,1.307608674
GOMF_CHROMATIN_DNA_BINDING,0.202901981,-0.030746742,2.055805286,0.04936201,0.788607934,-4.026362117,1.306607164
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY,-0.211343489,0.061193368,-2.054696127,0.049476448,0.788607934,-4.027188356,1.305601484
GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX,0.277383646,-0.055501187,2.054006905,0.049547678,0.788607934,-4.027701644,1.304976698
GOCC_RNAI_EFFECTOR_COMPLEX,0.373065242,-0.036720101,2.053433938,0.049606961,0.788607934,-4.028128278,1.304457377
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,0.306228352,-0.040007446,2.053411848,0.049609248,0.788607934,-4.028144725,1.304437357
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING,0.227673494,-0.04185446,2.052316273,0.049722784,0.788607934,-4.028960298,1.303444564
DESCARTES_ORGANOGENESIS_LIMB_MESENCHYME,-0.334724214,0.124683281,-2.050703044,0.049890383,0.788607934,-4.030160768,1.301983158
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,0.249850029,-0.024875554,2.050636038,0.049897356,0.788607934,-4.030210618,1.301922471
TSENG_ADIPOGENIC_POTENTIAL_DN,-0.253923659,0.032938555,-2.050451154,0.049916597,0.788607934,-4.03034816,1.301755025
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,-0.393694209,0.145730317,-2.05019826,0.049942928,0.788607934,-4.030536286,1.301525997
chr11A3,0.215659828,-0.004621166,2.048117324,0.050160058,0.788607934,-4.032083769,1.299641971
MIR_1969,0.316071515,-0.024839755,2.046015749,0.050380188,0.788607934,-4.033645677,1.297740219
GOMF_TRANSLATION_REPRESSOR_ACTIVITY,0.250888681,-0.060070889,2.045757521,0.050407295,0.788607934,-4.033837529,1.297506612
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL,0.241693818,-0.051798569,2.045738113,0.050409332,0.788607934,-4.033851948,1.297489055
GOBP_SYNAPTIC_TRANSMISSION_CHOLINERGIC,-0.372732697,0.103406358,-2.045589165,0.050424974,0.788607934,-4.033962603,1.297354315
GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION,0.41012444,-0.087697086,2.045411234,0.050443665,0.788607934,-4.034094784,1.297193363
RASHI_RESPONSE_TO_IONIZING_RADIATION_1,0.337034131,-0.036107924,2.044870066,0.050500552,0.788607934,-4.034496766,1.296703878
MIR_6981_3P,0.239719893,-0.034851203,2.044108753,0.050580675,0.788607934,-4.035062166,1.296015383
