,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B,logP
GOBP_POSTSYNAPTIC_DENSITY_ORGANIZATION,-0.233696424,0.077700396,-1.976116132,0.058373345,0.332168857,-4.007860562,1.233785418
GOBP_NUCLEOSIDE_CATABOLIC_PROCESS,-0.275403004,0.009262047,-1.975863639,0.058403463,0.332168857,-4.008252581,1.233561402
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION,-0.197051786,-0.003789628,-1.975706238,0.058422245,0.332168857,-4.008496944,1.23342176
MIR_3074_2_3P,0.205972117,-0.015290077,1.975559938,0.058439707,0.332168857,-4.008724059,1.233291971
GOBP_CENTRIOLE_ASSEMBLY,0.215261766,-0.002986965,1.975074179,0.058497719,0.332168857,-4.009478062,1.23286107
GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,-0.240034627,0.075528156,-1.975007231,0.058505718,0.332168857,-4.00958197,1.232801687
ZFP961_TARGET_GENES,0.127142926,-0.015782194,1.974889485,0.058519789,0.332168857,-4.009764712,1.232697248
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE,0.194029599,-0.02854353,1.974084088,0.058616117,0.332217274,-4.011014487,1.231982956
HALLMARK_MITOTIC_SPINDLE,0.212250031,-0.030934482,1.973526909,0.058682838,0.332217274,-4.011878877,1.231488888
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION,0.234023845,-0.000800806,1.973450127,0.058692038,0.332217274,-4.01199798,1.231420808
MIR_5129_3P,0.26625887,-0.00998617,1.973381521,0.058700259,0.332217274,-4.012104398,1.23135998
GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING,-0.26605169,0.069145929,-1.973051183,0.058739859,0.332217274,-4.012616765,1.231067102
MIR_452_3P,0.220019282,-0.019939293,1.9729795,0.058748455,0.332217274,-4.012727939,1.231003551
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN,0.18576402,-0.024152668,1.972940095,0.058753181,0.332217274,-4.012789052,1.230968617
MIR_9769_5P,0.198216052,-0.003127092,1.972129923,0.058850419,0.332416674,-4.014045347,1.230250443
MIR_16_1_3P,0.24100896,-0.009911815,1.972110682,0.05885273,0.332416674,-4.014075178,1.230233389
GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION,-0.274238756,0.018078478,-1.97067418,0.059025493,0.332619811,-4.016301769,1.228960373
GOMF_PENTOSYLTRANSFERASE_ACTIVITY,0.202419009,-0.01711019,1.970667783,0.059026264,0.332619811,-4.016311681,1.228954706
GOBP_ERAD_PATHWAY,0.227699053,-0.030774877,1.970594978,0.059035032,0.332619811,-4.016424499,1.228890199
MIR_668_5P,0.254904404,-0.018937476,1.97051273,0.059044938,0.332619811,-4.016551946,1.228817327
GOBP_RRNA_TRANSCRIPTION,0.322961192,-0.046837788,1.970474825,0.059049504,0.332619811,-4.016610678,1.228783744
GOBP_SPINAL_CORD_PATTERNING,-0.319056045,0.127405849,-1.970046334,0.059101142,0.332729456,-4.017274571,1.228404127
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN,-0.224590021,0.028246388,-1.969291539,0.059192199,0.333060784,-4.018443775,1.227735526
GOBP_REGULATION_OF_PROTEIN_NEDDYLATION,0.386802248,-0.043875805,1.968999157,0.059227504,0.333064993,-4.018896601,1.227476566
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,0.280933272,-0.023769293,1.968720862,0.059261126,0.333064993,-4.019327562,1.227230102
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,0.255829866,-0.031759371,1.968433931,0.059295808,0.333064993,-4.019771852,1.226976007
MIR_5123,0.286539031,-0.028861829,1.967659477,0.059389508,0.333064993,-4.020970802,1.226290272
REACTOME_GPER1_SIGNALING,0.258092934,-0.048692373,1.967637334,0.059392189,0.333064993,-4.021005077,1.226270668
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,0.196296351,-0.028529712,1.967386944,0.059422512,0.333064993,-4.021392636,1.226048992
MP_INCREASED_INTESTINAL_ADENOMA_INCIDENCE,0.305479502,-0.036390098,1.967310843,0.059431731,0.333064993,-4.02151042,1.225981621
MIR_376A_5P,0.205843509,-0.03027426,1.967155214,0.059450588,0.333064993,-4.021751281,1.225843848
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP,0.217740622,-0.03557012,1.966823406,0.059490808,0.333109875,-4.022264762,1.225550131
chr8B1,-0.252487346,0.050627871,-1.965880275,0.059605262,0.333570139,-4.023723941,1.2247154
MIR_384_5P,0.196633428,-0.021005192,1.964945664,0.059718872,0.333929017,-4.025169444,1.223888407
WP_DELTANOTCH_SIGNALING_PATHWAY,0.255705939,-0.029920748,1.964757005,0.059741828,0.333929017,-4.025461171,1.223721496
MIR_6359,0.218936827,-0.023295116,1.964556323,0.059766255,0.333929017,-4.025771467,1.223543956
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.187940659,-0.025984631,1.963894553,0.059846869,0.334032691,-4.02679454,1.222958563
MIR_7664_5P,0.233111433,-0.020428646,1.963873726,0.059849408,0.334032691,-4.026826734,1.222940142
GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING,0.245804339,-0.044886354,1.96321893,0.059929269,0.3342085,-4.027838773,1.222361018
MIR_203_3P,0.208520436,-0.024831012,1.962877748,0.059970918,0.3342085,-4.028366001,1.222059303
REACTOME_CDC42_GTPASE_CYCLE,0.194463189,-0.024473949,1.962688509,0.05999403,0.3342085,-4.028658403,1.221891966
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_IRON_ION_HOMEOSTASIS,-0.24015047,0.057507394,-1.962441006,0.060024269,0.3342085,-4.029040803,1.22167312
REACTOME_CHROMATIN_MODIFYING_ENZYMES,0.31123965,-0.01519172,1.961757648,0.060107829,0.3342085,-4.030096427,1.221068958
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS,0.178691201,-0.034662353,1.961638307,0.060122432,0.3342085,-4.030280754,1.220963458
GOMF_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING,0.283757747,-0.033290357,1.9615322,0.060135419,0.3342085,-4.030444633,1.220869659
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,0.141113224,-0.015017591,1.961412233,0.060150105,0.3342085,-4.030629911,1.220763613
GOCC_MANCHETTE,0.249504907,-0.006454769,1.960888106,0.060214303,0.3342085,-4.03143928,1.220300339
REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS,0.262887051,-0.040183194,1.960865306,0.060217097,0.3342085,-4.031474486,1.220280187
GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY,0.26606171,-0.030018145,1.960707972,0.06023638,0.3342085,-4.031717411,1.220141134
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_CONTRACTION,-0.180742941,0.07759535,-1.960121819,0.06030827,0.334427949,-4.032622319,1.219623132
HELLS_TARGET_GENES,0.209759385,-0.014480632,1.959785495,0.060349552,0.33447753,-4.033141451,1.219325947
MIR_7031_5P,0.15430679,-0.032196207,1.958512075,0.060506085,0.335165468,-4.035106453,1.218200948
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT,0.245581912,-0.003981786,1.957441671,0.060637937,0.335580491,-4.036757472,1.217255586
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION,0.231875962,-0.036451881,1.957342785,0.06065013,0.335580491,-4.036909964,1.217168264
REACTOME_SIGNALING_BY_NTRKS,0.306561201,-0.038507452,1.956959244,0.060697444,0.335580491,-4.037501367,1.216829598
MIR_466B_3P_MIR_466C_3P_MIR_466P_3P,0.236133269,-0.016091052,1.956851018,0.0607108,0.335580491,-4.037668233,1.216734041
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.178347666,-0.03024203,1.956496659,0.060754552,0.335642934,-4.038214544,1.216421181
GOBP_LYMPH_VESSEL_DEVELOPMENT,-0.218270495,0.061467019,-1.956106983,0.060802695,0.335729562,-4.03881522,1.216077172
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA,0.350781633,-0.03752149,1.955508504,0.0608767,0.335919627,-4.039737592,1.215548898
GOCC_OMEGASOME,0.315564292,-0.040699918,1.95504341,0.060934266,0.335919627,-4.040454253,1.215138417
GOCC_NEURON_PROJECTION_CYTOPLASM,0.250720321,-0.04038723,1.955041034,0.06093456,0.335919627,-4.040457913,1.21513632
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT,0.214996856,-0.038506345,1.954509988,0.061000347,0.336103139,-4.041276047,1.214667692
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,0.138863709,-0.022098319,1.953209618,0.061161703,0.33638286,-4.043278734,1.213520431
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS,0.250791367,-0.055701491,1.95314982,0.061169132,0.33638286,-4.043370804,1.213467683
MIR_7A_2_3P,0.270404049,-0.028017908,1.952624713,0.061234402,0.33638286,-4.044179225,1.213004519
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.374305769,-0.032357629,1.952619773,0.061235016,0.33638286,-4.044186831,1.213000162
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS,0.257423409,-0.019945983,1.952581473,0.061239779,0.33638286,-4.044245788,1.212966383
chr18D1,0.261606199,-0.026356898,1.952529286,0.06124627,0.33638286,-4.044326123,1.212920355
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION,-0.320619737,0.036019074,-1.951916834,0.061322487,0.336622696,-4.045268783,1.212380242
TABULA_MURIS_SENIS_THYMUS_PROFESSIONAL_ANTIGEN_PRESENTING_CELL_AGEING,0.472547324,-0.025930907,1.951007835,0.061435761,0.336927536,-4.046667484,1.211578761
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION,0.223358341,-0.03732269,1.950948372,0.061443177,0.336927536,-4.046758964,1.211526339
HALLMARK_KRAS_SIGNALING_DN,-0.22387713,0.038373266,-1.950433049,0.061507481,0.336997635,-4.047551679,1.211072059
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.237253075,-0.023649437,1.950323722,0.061521131,0.336997635,-4.047719835,1.210975691
MIR_12203_3P,0.268686069,-0.026971097,1.948843793,0.061706166,0.337667353,-4.049995458,1.209671439
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,0.245762458,-0.032168341,1.948717642,0.061721961,0.337667353,-4.050189378,1.209560286
GOBP_ELECTRON_TRANSPORT_CHAIN,0.331886128,-0.028979508,1.948562883,0.061741343,0.337667353,-4.05042726,1.209423931
MIR_3063_5P,0.248730137,-0.036208701,1.948131754,0.061795365,0.337784177,-4.051089886,1.2090441
GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT,0.300528846,-0.011847344,1.947831164,0.061833054,0.337811646,-4.051551814,1.208779301
chr7B1,-0.152555272,0.021051454,-1.947501744,0.061874382,0.337858952,-4.052057989,1.208489128
GOBP_NEURONAL_ACTION_POTENTIAL,-0.295164252,0.054634758,-1.947110344,0.061923516,0.337906205,-4.052659321,1.208144391
MIR_6955_5P,0.19532357,-0.00475949,1.946569122,0.061991515,0.337906205,-4.053490688,1.207667751
GOMF_P_TYPE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.312699753,-0.022411781,1.946558398,0.061992863,0.337906205,-4.053507159,1.207658307
REACTOME_JOSEPHIN_DOMAIN_DUBS,0.35410506,-0.045865155,1.946392432,0.062013728,0.337906205,-4.053762064,1.207512159
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,0.282812567,-0.024138778,1.945963149,0.062067726,0.337953824,-4.05442132,1.207134165
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.198174437,-0.021193445,1.945803463,0.062087823,0.337953824,-4.054666526,1.206993568
ISHIDA_E2F_TARGETS,-0.27630112,-0.019400645,-1.945239722,0.062158816,0.338162272,-4.055532061,1.206497263
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.306800291,-0.028756682,1.944799888,0.062214255,0.338245569,-4.05620723,1.206110094
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,0.268016544,-0.044752911,1.944599403,0.062239539,0.338245569,-4.056514948,1.205933629
TABULA_MURIS_SENIS_LIMB_MUSCLE_SKELETAL_MUSCLE_SATELLITE_CELL_AGEING,0.290301111,-0.038381752,1.944081617,0.062304882,0.338276373,-4.057309578,1.205477921
GOBP_REGULATION_OF_BEHAVIOR,-0.181997271,0.039049001,-1.944036127,0.062310626,0.338276373,-4.057379382,1.205437888
MIR_763,0.17083327,-0.034518887,1.943420639,0.062388382,0.338339085,-4.058323737,1.204896276
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS,0.225025651,-0.035356222,1.94328474,0.062405562,0.338339085,-4.05853222,1.2047767
GOCC_PRESPLICEOSOME,0.400284978,-0.041599877,1.943168007,0.062420322,0.338339085,-4.058711291,1.204673992
GOBP_DOPAMINE_TRANSPORT,-0.218507545,0.000472049,-1.941885052,0.062582747,0.338884427,-4.060678871,1.203545377
GOMF_PROTEIN_PHOSPHORYLATED_AMINO_ACID_BINDING,0.251209565,-0.035670603,1.94093603,0.062703132,0.338884427,-4.062133716,1.202710763
GOCC_PRESYNAPTIC_ACTIVE_ZONE,-0.175169432,0.049441324,-1.940598115,0.062746046,0.338884427,-4.062651612,1.202413635
MIR_3088_3P,0.216538809,-0.015370445,1.94045709,0.062763964,0.338884427,-4.062867732,1.202289638
REACTOME_SIGNALING_BY_NTRK1_TRKA,0.303915434,-0.037527473,1.940448767,0.062765021,0.338884427,-4.062880486,1.20228232
GOBP_BROWN_FAT_CELL_DIFFERENTIATION,-0.17197748,0.046025685,-1.94028014,0.062786451,0.338884427,-4.063138889,1.202134062
TABULA_MURIS_SENIS_PANCREAS_PANCREATIC_BETA_CELL_AGEING,0.250865786,-0.002083658,1.940129401,0.062805614,0.338884427,-4.063369866,1.202001536
REACTOME_AGGREPHAGY,0.300421669,-0.042545537,1.939768761,0.06285148,0.338884427,-4.063922424,1.201684492
VANDESLUIS_COMMD1_TARGETS_GROUP_2_UP,0.349103234,-0.059985502,1.939584887,0.062874876,0.338884427,-4.064204119,1.201522857
GOBP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,-0.283718536,0.054662,-1.939507073,0.06288478,0.338884427,-4.064323325,1.201454456
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.250622157,-0.030244506,1.93945661,0.062891203,0.338884427,-4.064400629,1.201410098
MIR_872_5P,0.289602236,-0.01795518,1.938935631,0.062957549,0.338884427,-4.065198626,1.200952187
RAMALHO_STEMNESS_UP,0.196932419,-0.029606717,1.938681283,0.062989962,0.338884427,-4.065588161,1.200728651
GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING,0.300001056,-0.041288363,1.938095205,0.063064705,0.338884427,-4.0664856,1.200213628
BIOCARTA_P38MAPK_PATHWAY,0.320202442,-0.026765542,1.93803688,0.063072148,0.338884427,-4.0665749,1.200162378
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,0.494662705,-0.023772276,1.937928775,0.063085945,0.338884427,-4.066740412,1.20006739
BRACHAT_RESPONSE_TO_METHOTREXATE_UP,0.359600385,-0.043267208,1.937329316,0.063162497,0.338884427,-4.067658082,1.199540711
LEIN_OLIGODENDROCYTE_MARKERS,-0.179618168,-0.019466666,-1.936108035,0.063318708,0.338884427,-4.069527017,1.198467957
GOBP_CYTOPLASMIC_TRANSLATIONAL_ELONGATION,0.335047924,-0.032975662,1.935984513,0.063334526,0.338884427,-4.069715996,1.198359476
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,-0.166407379,0.027898623,-1.935790271,0.063359407,0.338884427,-4.070013154,1.198188893
MIR_221_3P,0.250244688,-0.019297626,1.935577377,0.063386688,0.338884427,-4.07033882,1.198001941
MIR_5098,0.173789832,-0.027157048,1.935576858,0.063386754,0.338884427,-4.070339614,1.198001485
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,0.194529749,-0.025868228,1.935438173,0.063404531,0.338884427,-4.070551749,1.197879704
GOMF_CHROMATIN_DNA_BINDING,0.226877236,-0.015605372,1.935089674,0.063449221,0.338884427,-4.071084768,1.197573704
GOBP_MOTOR_NEURON_AXON_GUIDANCE,-0.240730456,0.028606288,-1.935011416,0.063459261,0.338884427,-4.071204453,1.197504993
REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.324184598,-0.045202568,1.934644221,0.063506384,0.338884427,-4.071765976,1.197182612
MIR_3092_5P,0.145448762,-0.017698711,1.934224491,0.063560288,0.338884427,-4.072407742,1.196814145
REACTOME_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL,0.435657612,-0.010440219,1.933858686,0.063607298,0.338884427,-4.072966974,1.19649305
MIR_30A_3P_MIR_30E_3P,0.184411571,-0.016687554,1.933531951,0.063649314,0.338884427,-4.073466413,1.196206275
GOBP_PEPTIDYL_ARGININE_MODIFICATION,0.251599993,-0.068552207,1.932875521,0.063733798,0.338884427,-4.074469628,1.195630202
GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS,0.309871401,-0.042614993,1.932786511,0.063745261,0.338884427,-4.074605643,1.195552095
MIR_218_1_3P_MIR_496B,0.242432175,-0.013573784,1.932290262,0.063809205,0.338884427,-4.075363867,1.195116668
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,0.273551973,-0.023369035,1.932124077,0.063830631,0.338884427,-4.075617751,1.194970864
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT,-0.348669649,0.070494094,-1.931858373,0.063864901,0.338884427,-4.076023638,1.194737759
GOBP_CARDIAC_MUSCLE_ADAPTATION,0.282557989,-0.037115091,1.931755636,0.063878156,0.338884427,-4.076180568,1.194647631
MIR_700_5P,0.160157811,-0.019207632,1.931408655,0.063922941,0.338884427,-4.076710533,1.194343253
GOBP_POSITIVE_REGULATION_OF_ENDOPEPTIDASE_ACTIVITY,0.201303526,-0.008795574,1.93127299,0.063940459,0.338884427,-4.076917724,1.194224253
MIR_470_3P,0.249742859,-0.021053236,1.931221956,0.06394705,0.338884427,-4.076995662,1.194179488
MIR_30A_5P_MIR_30E_5P,0.193183663,-0.02078245,1.930874561,0.06399193,0.338884427,-4.077526151,1.19387479
MIR_30D_5P,0.193183663,-0.02078245,1.930874561,0.06399193,0.338884427,-4.077526151,1.19387479
GOBP_INTERLEUKIN_10_PRODUCTION,0.148660904,-0.009441053,1.930482072,0.06404267,0.338884427,-4.078125421,1.193530571
GOBP_SISTER_CHROMATID_COHESION,0.231218677,-0.003853147,1.930244822,0.064073358,0.338884427,-4.078487621,1.193322517
GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,-0.130194687,0.006190445,-1.930062471,0.064096953,0.338884427,-4.078765986,1.193162615
GOMF_RIBONUCLEOPROTEIN_COMPLEX_BINDING,0.311093903,-0.022365632,1.929297916,0.064195966,0.338884427,-4.079932902,1.192492263
MIR_3473B_MIR_3473E,0.18469063,-0.035266818,1.929256263,0.064201364,0.338884427,-4.079996466,1.192455746
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,-0.426827882,0.132782002,-1.929179282,0.064211341,0.338884427,-4.080113938,1.192388258
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,0.273733701,-0.024301092,1.929072962,0.064225124,0.338884427,-4.080276178,1.192295052
ZFP810_TARGET_GENES,0.182645018,-0.028990068,1.928785387,0.064262415,0.338884427,-4.080714969,1.192042959
MIR_710,0.256011073,-0.002134576,1.928651674,0.06427976,0.338884427,-4.080918977,1.191925751
GOBP_MYELOID_CELL_DEVELOPMENT,0.185698255,-0.017244273,1.92838163,0.064314804,0.338884427,-4.081330954,1.191689052
MIR_7028_3P,0.185757549,-0.021430946,1.92787488,0.064380609,0.338884427,-4.082103939,1.191244919
GOMF_TFIID_CLASS_TRANSCRIPTION_FACTOR_COMPLEX_BINDING,0.307419158,-0.049165386,1.927852003,0.064383581,0.338884427,-4.082138831,1.191224871
DELACROIX_RAR_TARGETS_UP,0.169438925,-0.030263434,1.927830307,0.0643864,0.338884427,-4.082171922,1.191205857
GOBP_BLASTOCYST_DEVELOPMENT,0.220208323,-0.025233629,1.927343302,0.064449702,0.338884427,-4.082914635,1.190779089
MIR_876_3P,0.207732337,-0.001852811,1.9271932,0.064469223,0.338884427,-4.083143522,1.190647564
BAZ1A_TARGET_GENES,0.177951973,-0.021357528,1.927165502,0.064472826,0.338884427,-4.083185757,1.190623295
KANG_GLIS3_TARGETS,-0.351493513,0.130279175,-1.927135602,0.064476715,0.338884427,-4.083231349,1.190597096
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,0.322475513,-0.000549063,1.927095921,0.064481877,0.338884427,-4.083291853,1.190562328
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_DN,0.227111229,-0.038306796,1.926981004,0.064496829,0.338884427,-4.083467074,1.190461639
REACTOME_CD28_CO_STIMULATION,0.314700963,-0.040430795,1.926738645,0.064528371,0.338884427,-4.083836584,1.190249297
MIR_12185_3P,0.174004504,-0.001190906,1.926636841,0.064541625,0.338884427,-4.083991789,1.190160106
MIR_6997_5P,0.243621672,-0.027082447,1.926553047,0.064552535,0.338884427,-4.084119532,1.190086696
MIR_466I_3P,0.211435757,-0.025661499,1.925845464,0.064644732,0.339196257,-4.085198075,1.189466858
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,0.37298196,-0.029550562,1.925225245,0.064725641,0.339290947,-4.086143216,1.188923642
MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3,-0.223112529,0.07650367,-1.924605014,0.064806638,0.339290947,-4.087088151,1.188380505
GOBP_RESPONSE_TO_STEROL_DEPLETION,0.269268913,-0.038020286,1.924549566,0.064813884,0.339290947,-4.087172618,1.188331953
TABULA_MURIS_SENIS_KIDNEY_FENESTRATED_CELL_AGEING,0.348948776,-0.037569146,1.924342746,0.064840915,0.339290947,-4.087487657,1.188150863
LET_7F_2_3P,0.24073829,-0.006995771,1.924061957,0.06487763,0.339290947,-4.08791533,1.187905021
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,-0.2278898,0.073223489,-1.923971518,0.06488946,0.339290947,-4.088053069,1.187825842
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,-0.159555408,0.012207249,-1.923256777,0.064983013,0.339290947,-4.089141458,1.187200154
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,0.177454827,-0.02007006,1.922931987,0.065025564,0.339290947,-4.089635942,1.18691587
TABULA_MURIS_SENIS_HEART_AND_AORTA_SMOOTH_MUSCLE_CELL_AGEING,0.385168224,-0.052486404,1.922552591,0.0650753,0.339290947,-4.090213485,1.18658382
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O,0.42582797,-0.052745568,1.922521419,0.065079388,0.339290947,-4.090260933,1.186556539
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,0.31862785,-0.046902682,1.922468106,0.06508638,0.339290947,-4.090342083,1.186509882
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE,0.217512592,-0.02785929,1.922045238,0.065141862,0.339290947,-4.090985683,1.186139832
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING,-0.217927286,0.070320062,-1.921914832,0.06515898,0.339290947,-4.091184139,1.186025723
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS,-0.34832339,0.018190568,-1.921786766,0.065175795,0.339290947,-4.091379026,1.185913664
GOBP_REGULATION_OF_RNA_SPLICING,0.329736904,-0.01750576,1.921735004,0.065182592,0.339290947,-4.091457792,1.185868373
WP_P38_MAPK_SIGNALING_PATHWAY,0.318322877,-0.028222329,1.920795343,0.065306094,0.339290947,-4.092887408,1.185046292
GOMF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,0.238685109,-0.025414891,1.92071009,0.065317309,0.339290947,-4.093017089,1.184971717
DESCARTES_ORGANOGENESIS_INHIBITORY_INTERNEURONS,-0.305284204,0.084870362,-1.920515808,0.065342873,0.339290947,-4.0933126,1.184801774
GOMF_O_METHYLTRANSFERASE_ACTIVITY,-0.230921456,-0.021737846,-1.920057147,0.065403259,0.339290947,-4.094010155,1.184400608
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,0.171892675,-0.017645504,1.91961593,0.065461395,0.339290947,-4.094681067,1.184014744
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,0.234759009,-0.023237337,1.919237449,0.0655113,0.339290947,-4.095256493,1.183683781
GOBP_G0_TO_G1_TRANSITION,0.266669496,-0.011013329,1.919013891,0.065540793,0.339290947,-4.095596342,1.183488306
GOCC_POLYSOMAL_RIBOSOME,0.549515547,0.000426166,1.918510036,0.065607307,0.339290947,-4.096362187,1.183047786
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR,0.338605383,-0.017500232,1.918448368,0.065615452,0.339290947,-4.09645591,1.182993874
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,-0.202062537,0.02322032,-1.918301665,0.065634832,0.339290947,-4.096678862,1.182865625
MIR_22_3P,0.255667135,-0.023082829,1.917964995,0.065679324,0.339290947,-4.097190468,1.182571323
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,-0.227940745,0.050239172,-1.917898077,0.065688171,0.339290947,-4.097292149,1.18251283
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,0.253980841,-0.035952508,1.917642251,0.065722001,0.339290947,-4.097680851,1.182289219
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,0.222160312,-0.014485546,1.917361241,0.06575918,0.339290947,-4.098107774,1.182043613
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE,0.269195086,-0.02716915,1.917304144,0.065766736,0.339290947,-4.098194512,1.181993712
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION,-0.314899561,0.119152296,-1.917086208,0.065795585,0.339290947,-4.098525571,1.181803249
MIR_7085_3P,0.23556215,-0.014526602,1.916977197,0.065810019,0.339290947,-4.098691156,1.181707983
GOBP_POSITIVE_CHEMOTAXIS,-0.195445174,0.004808523,-1.916814313,0.065831592,0.339290947,-4.098938559,1.181565644
MIR_1950,0.289238795,-0.024708375,1.916633992,0.065855481,0.339290947,-4.09921243,1.181408073
GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS,0.285928408,-0.034763109,1.916518925,0.065870729,0.339290947,-4.099387183,1.181307528
